JUDGE,PHOS_R_DRY_TEMP_GLASS_START,PHOS_R_DRY_TEMP_GLASS_END,PHOS_R_DRY_TEMP_WALL_START,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_PRES_START,PHOS_R_DRY_PRES_END,PHOS_R_DRY_TEMP_GLASS_OUT,PHOS_R_DRY_TEMP_HOOD_START,PHOS_R_DRY_TEMP_HOOD_MAX,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_TEMP_WALL_MAX,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_START,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH02,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4
양품,48.0,136.0,109.8,167.5,83.8,71.9,25.8,137.0,158.0,48.3,141.0,110.7,189.8,50.6,26.2,33.5,83.3,84.3,444.0,419.0,391.0,371.0,4101.0,3994.0,4410.0,2491.0
양품,48.1,136.0,110.6,168.1,87.6,73.4,27.7,97.0,158.3,48.2,141.2,114.9,192.5,50.1,29.3,33.0,83.9,84.9,444.0,421.0,392.0,372.0,4078.0,4017.0,4442.0,2486.0
양품,46.7,135.6,103.3,166.8,88.2,75.2,26.9,117.0,154.6,47.1,140.4,113.1,191.2,55.4,23.4,35.5,82.0,83.0,444.0,421.0,392.0,371.0,3651.0,4040.0,4426.0,2606.0
양품,47.4,135.8,109.9,167.9,85.8,71.0,26.7,103.0,155.5,43.6,139.2,106.4,186.1,56.4,33.8,35.3,82.8,84.0,444.0,419.0,392.0,372.0,4132.0,4018.0,4440.0,2505.0
명점,48.2,136.0,112.4,169.1,88.1,73.6,28.3,145.0,159.0,47.4,139.4,105.7,186.1,56.4,34.4,32.0,81.2,82.4,444.0,422.0,394.0,372.0,3648.0,4103.0,4474.0,2586.0
양품,47.8,136.0,106.9,165.7,85.0,72.8,26.4,147.0,144.8,47.7,139.8,108.4,188.5,56.9,32.8,32.8,82.0,82.8,445.0,422.0,394.0,373.0,4119.0,4003.0,4441.0,2527.0
양품,47.8,136.0,107.5,167.6,85.7,72.3,26.3,156.0,156.8,46.8,140.3,110.6,189.5,55.7,29.7,32.1,82.1,83.1,443.0,421.0,392.0,371.0,3634.0,4044.0,4440.0,2576.0
양품,46.5,135.0,102.9,166.0,85.3,73.6,27.9,123.0,153.5,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,441.0,418.0,390.0,370.0,4123.0,4165.0,4470.0,2523.0
양품,47.4,136.0,110.1,167.8,84.3,77.6,28.3,108.0,157.0,48.2,140.4,112.5,191.1,55.3,29.3,35.2,82.5,83.7,442.0,419.0,391.0,371.0,3657.0,4063.0,4487.0,2581.0
양품,46.4,135.1,103.7,166.0,83.8,73.1,27.5,128.0,153.3,47.4,139.8,107.8,188.6,56.6,33.9,33.6,81.8,82.8,442.0,419.0,393.0,371.0,3654.0,4078.0,4462.0,2592.0
양품,47.8,135.9,110.4,167.1,88.2,72.3,27.8,118.0,155.1,47.3,139.4,110.7,189.7,55.6,27.5,32.9,82.7,83.9,443.0,421.0,392.0,372.0,3644.0,4072.0,4485.0,2581.0
양품,48.2,136.0,108.7,167.1,90.2,70.5,26.8,119.0,157.6,46.9,139.7,109.1,188.0,59.4,27.2,33.1,81.3,82.3,443.0,420.0,392.0,372.0,4107.0,3992.0,4487.0,2504.0
양품,48.0,136.0,111.5,167.6,88.0,72.3,29.0,102.0,157.9,47.2,139.3,107.8,187.8,57.2,28.6,33.0,81.6,82.3,443.0,421.0,392.0,371.0,3648.0,4090.0,4677.0,2596.0
양품,45.8,136.0,106.7,167.5,87.8,73.4,28.7,130.0,154.8,46.2,140.0,111.5,190.0,56.4,32.6,36.0,82.7,84.0,443.0,421.0,393.0,371.0,3671.0,4213.0,4472.0,2581.0
양품,47.5,136.0,110.4,167.5,84.7,75.0,26.9,135.0,145.1,47.8,140.5,111.7,190.8,51.8,32.7,33.3,84.0,84.8,443.0,421.0,392.0,371.0,3661.0,4089.0,4461.0,2590.0
양품,47.8,136.0,107.5,167.2,85.4,72.6,27.1,90.0,157.0,47.6,140.0,111.1,190.5,54.8,27.6,31.5,82.9,83.9,443.0,418.0,391.0,371.0,3676.0,4093.0,4493.0,2613.0
양품,47.5,136.0,111.3,167.8,83.9,74.1,26.8,121.0,145.1,46.9,139.7,110.7,189.5,57.3,31.5,32.2,81.7,82.9,444.0,420.0,392.0,371.0,3665.0,4079.0,4444.0,2597.0
양품,47.7,135.1,105.0,167.5,85.2,73.3,25.1,100.0,158.2,47.1,139.3,109.0,188.2,52.1,34.4,32.5,81.5,82.6,445.0,421.0,392.0,371.0,4213.0,3998.0,4480.0,2529.0
양품,46.3,135.5,105.2,165.9,85.2,70.3,28.6,121.0,153.3,46.5,139.9,102.8,183.1,58.8,30.9,30.9,79.5,80.8,443.0,418.0,390.0,369.0,4103.0,4015.0,4445.0,2497.0
양품,45.9,135.6,105.9,165.7,85.5,74.2,30.6,124.0,153.1,45.5,138.2,106.6,185.1,57.2,31.0,36.1,79.5,80.7,446.0,423.0,394.0,373.0,3635.0,4265.0,4487.0,2590.0
양품,46.7,136.0,109.4,167.2,86.8,73.9,27.5,121.0,153.5,46.5,138.9,110.4,189.2,56.5,29.4,32.3,82.8,83.8,443.0,420.0,392.0,371.0,4138.0,4004.0,4437.0,2529.0
양품,47.1,136.0,109.0,167.1,87.9,73.0,27.3,117.0,154.0,46.8,139.2,110.4,189.1,59.5,29.8,32.8,82.8,83.8,442.0,420.0,393.0,372.0,4120.0,3967.0,4472.0,2513.0
양품,47.6,136.0,110.9,168.1,89.0,75.1,28.6,155.6,156.2,47.3,139.2,106.7,186.7,55.2,29.6,34.6,82.4,83.3,444.0,420.0,392.0,371.0,3629.0,4068.0,4450.0,2593.0
양품,47.0,136.0,110.2,166.3,86.5,72.5,28.0,100.0,155.4,48.0,140.5,111.2,190.1,55.1,28.8,37.7,82.8,84.0,443.0,420.0,392.0,370.0,3642.0,4247.0,4490.0,2580.0
양품,47.8,136.0,111.1,166.3,88.4,70.7,26.6,156.0,156.4,45.6,137.5,102.4,181.8,56.7,29.3,34.0,78.5,79.8,445.0,421.0,392.0,371.0,4106.0,3986.0,4425.0,2513.0
양품,47.8,136.0,111.6,167.9,88.0,70.6,26.7,133.0,145.1,46.0,137.6,102.2,182.0,58.6,27.0,29.0,79.1,80.6,443.0,421.0,393.0,372.0,4108.0,3971.0,4449.0,2526.0
명점,46.8,136.0,110.4,169.0,84.2,70.0,28.2,136.0,154.1,40.6,136.7,98.9,179.3,51.3,23.0,33.4,83.4,84.2,443.0,421.0,392.0,372.0,4094.0,3975.0,4462.0,2512.0
명점,47.3,135.9,107.9,166.4,87.4,74.0,26.8,139.0,149.7,48.9,141.5,109.1,190.1,56.3,27.4,32.7,83.6,84.3,446.0,422.0,395.0,373.0,3620.0,4036.0,4427.0,2582.0
양품,47.0,135.8,110.5,166.4,85.3,70.0,28.4,154.3,155.0,47.8,141.3,111.0,189.9,54.8,24.8,32.8,83.4,84.2,440.0,416.0,389.0,369.0,4363.0,4016.0,4448.0,2679.0
명점,46.8,135.3,100.4,163.2,87.4,70.8,25.3,159.0,145.1,42.7,137.6,105.0,184.0,56.2,26.8,33.6,80.0,81.6,444.0,420.0,392.0,373.0,4037.0,4177.0,4396.0,2464.0
양품,46.5,135.7,100.5,164.6,85.4,76.0,28.0,93.0,154.5,47.1,139.6,106.9,187.8,60.5,30.9,29.5,82.1,83.3,443.0,418.0,391.0,371.0,4108.0,4022.0,4478.0,2503.0
양품,47.2,136.0,101.1,164.9,86.3,78.1,26.4,108.0,155.6,47.5,139.8,108.2,189.2,56.1,31.8,28.7,83.0,84.0,443.0,419.0,392.0,372.0,3658.0,4105.0,4495.0,2596.0
양품,47.5,135.8,110.4,168.0,85.8,71.2,27.3,108.0,156.7,45.9,138.4,108.1,186.6,59.3,27.4,33.5,79.7,81.2,445.0,422.0,393.0,372.0,3649.0,4083.0,4474.0,2591.0
양품,47.9,136.0,110.0,166.0,84.2,71.5,28.0,156.0,156.5,47.6,140.0,109.2,188.4,59.5,32.2,33.4,81.8,82.8,444.0,420.0,392.0,372.0,3646.0,4095.0,4482.0,2593.0
명점,47.0,135.6,105.3,164.8,84.0,70.0,29.0,113.0,144.8,48.3,140.8,111.1,191.1,59.5,33.1,30.7,84.1,85.1,443.0,419.0,391.0,371.0,3604.0,4020.0,4389.0,2571.0
양품,48.0,136.0,110.5,167.8,84.0,72.5,28.4,90.0,156.2,46.7,138.8,110.8,189.2,55.3,28.3,32.8,82.8,84.0,443.0,419.0,392.0,371.0,3645.0,4089.0,4483.0,2579.0
명점,45.8,135.5,106.1,165.9,87.4,74.2,27.7,100.0,150.3,47.2,140.4,109.8,189.6,53.8,34.2,33.4,82.8,83.8,443.0,419.0,392.0,372.0,3626.0,4072.0,4434.0,2577.0
양품,47.2,136.0,109.3,167.0,86.8,72.4,28.4,93.0,154.3,47.4,139.8,109.6,189.4,55.9,32.2,32.6,82.0,83.2,445.0,420.0,393.0,372.0,4107.0,4037.0,4473.0,2506.0
양품,48.0,136.0,107.3,166.9,86.6,72.9,27.1,155.2,156.0,47.3,139.2,108.6,188.4,57.1,27.9,33.5,81.8,82.6,444.0,421.0,394.0,374.0,4124.0,3987.0,4441.0,2555.0
양품,47.9,135.8,104.4,166.8,90.8,74.7,25.5,155.3,156.1,46.4,139.5,107.9,187.6,52.3,28.7,32.2,81.8,82.8,444.0,421.0,392.0,371.0,3631.0,4058.0,4461.0,2586.0
양품,47.5,136.0,110.6,166.1,85.4,73.9,26.7,156.0,156.2,46.8,138.5,104.0,184.1,53.1,33.3,31.6,80.5,81.5,444.0,419.0,392.0,371.0,4125.0,3989.0,4473.0,2521.0
양품,48.0,136.0,110.5,167.8,86.6,70.9,28.3,139.0,157.3,47.2,139.2,111.0,189.4,55.9,28.2,32.4,82.8,84.0,443.0,419.0,392.0,372.0,4115.0,3973.0,4432.0,2506.0
양품,47.8,136.0,110.1,167.4,85.3,68.9,26.7,139.0,155.0,46.8,139.8,109.9,189.3,54.1,31.4,36.6,82.0,83.0,446.0,420.0,391.0,370.0,3638.0,4068.0,4458.0,2595.0
양품,47.3,136.0,108.6,166.7,85.3,75.2,26.8,155.9,156.4,46.3,138.8,106.7,185.4,51.4,33.4,34.8,80.4,81.4,443.0,420.0,393.0,373.0,4110.0,3992.0,4441.0,2519.0
양품,47.8,136.0,109.5,166.9,87.3,70.4,26.9,147.0,157.5,47.1,139.6,110.7,189.1,55.9,29.8,33.5,81.8,82.8,442.0,421.0,392.0,371.0,4124.0,4031.0,4458.0,2520.0
양품,47.0,136.0,109.5,167.5,84.6,71.2,27.6,136.0,155.5,47.1,139.3,110.6,189.1,56.7,29.9,32.2,82.8,84.0,443.0,421.0,392.0,372.0,3651.0,4072.0,4511.0,2588.0
양품,46.7,136.0,112.2,166.4,85.2,70.1,28.0,130.0,154.5,47.7,140.4,113.1,190.2,52.9,24.0,34.0,83.1,83.9,444.0,417.0,390.0,368.0,4117.0,3985.0,4473.0,2508.0
양품,47.6,136.0,110.3,167.6,85.8,73.2,26.9,111.0,158.0,47.8,140.3,111.0,190.3,53.5,33.2,33.4,83.7,84.5,444.0,419.0,392.0,372.0,4127.0,3985.0,4466.0,2517.0
명점,47.2,136.0,109.1,166.4,86.9,73.9,26.0,158.0,154.2,46.9,140.0,109.9,189.3,53.7,30.3,35.9,82.0,83.0,445.0,420.0,393.0,372.0,4128.0,4006.0,4432.0,2545.0
양품,47.7,135.8,110.4,167.0,88.5,70.0,27.7,147.0,156.4,45.4,137.1,102.5,181.7,59.2,28.8,34.3,78.1,79.4,447.0,422.0,394.0,371.0,3664.0,4112.0,4468.0,2585.0
양품,47.7,136.0,110.4,167.3,85.5,72.0,27.5,155.3,156.0,47.5,139.8,109.3,189.0,54.6,32.2,32.4,82.0,83.0,444.0,422.0,393.0,373.0,3693.0,4087.0,4488.0,2583.0
양품,48.2,136.0,112.3,168.2,82.8,73.1,30.4,93.0,144.8,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,445.0,421.0,392.0,372.0,3638.0,4065.0,4449.0,2567.0
양품,46.0,136.0,110.3,166.4,88.8,73.2,27.1,109.0,154.5,47.6,140.7,113.7,191.2,56.1,33.6,35.4,83.7,84.7,445.0,421.0,393.0,371.0,4110.0,4051.0,4447.0,2510.0
양품,47.4,135.6,105.1,166.3,87.9,71.2,26.4,136.0,156.0,47.4,139.8,107.9,188.5,58.3,30.1,32.0,82.0,83.0,443.0,418.0,389.0,368.0,4365.0,4020.0,4715.0,2506.0
명점,47.5,136.0,110.5,166.6,87.7,72.5,28.4,156.0,156.8,48.7,141.9,115.2,192.7,60.1,30.6,33.1,83.9,84.7,443.0,423.0,394.0,372.0,3665.0,4063.0,4445.0,2593.0
양품,46.5,135.0,102.9,166.0,85.3,73.6,27.9,159.0,153.5,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,441.0,418.0,390.0,370.0,4123.0,4165.0,4470.0,2523.0
양품,47.0,136.0,106.6,166.6,84.2,70.4,27.1,134.0,154.6,46.5,139.0,109.0,187.7,56.6,29.3,33.9,81.0,81.9,443.0,421.0,394.0,373.0,4086.0,4030.0,4476.0,2504.0
명점,48.0,136.0,107.2,166.8,88.8,69.7,24.6,102.0,156.8,47.1,139.9,109.2,188.7,58.4,32.8,32.5,81.8,82.8,442.0,417.0,389.0,368.0,3659.0,4080.0,4456.0,2592.0
양품,48.0,136.0,111.3,167.7,87.3,72.5,27.6,100.0,150.34,44.6,137.6,100.3,179.3,57.0,31.1,34.2,77.5,78.7,443.0,422.0,393.0,372.0,3650.0,4078.0,4451.0,2594.0
양품,46.8,136.0,109.6,168.3,88.7,70.2,28.0,113.0,154.6,45.9,138.1,104.6,185.0,60.2,36.0,31.2,80.8,82.0,444.0,420.0,392.0,369.0,4090.0,3957.0,4429.0,2502.0
양품,46.9,136.0,109.1,167.1,87.8,73.1,27.1,93.0,154.4,47.0,139.2,110.5,189.2,61.3,27.7,33.0,82.8,83.8,443.0,419.0,392.0,372.0,3646.0,4095.0,4465.0,2583.0
양품,46.8,136.0,105.0,163.8,87.3,73.3,31.6,90.7,149.5,43.5,137.2,97.5,176.8,58.5,29.6,35.2,79.6,80.6,444.0,419.0,391.0,370.0,3641.0,4100.0,4473.0,2592.0
양품,46.0,135.7,109.2,167.0,86.8,74.1,27.4,124.0,152.5,46.7,138.8,110.4,189.2,53.8,29.8,32.3,82.8,83.8,442.0,420.0,391.0,371.0,3684.0,4095.0,4454.0,2640.0
양품,48.2,136.0,110.2,167.2,85.4,72.5,28.1,94.0,158.1,47.1,139.9,110.9,189.6,57.6,31.2,30.9,82.4,83.9,443.0,421.0,391.0,372.0,4126.0,3980.0,4456.0,2527.0
양품,46.5,135.7,111.2,166.1,83.1,71.1,29.0,128.0,154.0,47.5,140.2,112.3,190.0,53.9,29.3,35.4,83.1,83.8,444.0,419.0,390.0,368.0,3651.0,4089.0,4458.0,2594.0
양품,47.2,136.0,110.3,167.3,88.0,70.3,28.8,137.0,155.9,48.0,141.0,111.9,191.1,56.6,35.0,37.5,83.8,84.5,443.0,421.0,392.0,371.0,4084.0,4024.0,4474.0,2506.0
양품,43.9,135.0,97.5,164.3,85.1,76.1,26.1,137.0,152.0,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,443.0,420.0,392.0,370.0,4126.0,4015.0,4454.0,2522.0
양품,47.7,135.2,105.4,167.6,85.9,72.6,25.6,144.0,158.2,47.0,139.3,108.9,188.1,52.1,33.5,32.6,81.3,82.4,445.0,420.0,391.0,371.0,3655.0,4069.0,4465.0,2596.0
양품,47.4,136.0,110.7,166.5,87.6,74.8,28.4,156.0,156.8,48.5,141.4,114.4,191.7,63.0,31.8,34.7,83.4,84.3,443.0,421.0,392.0,372.0,3642.0,4065.0,4446.0,2585.0
양품,47.4,136.0,111.5,166.9,86.1,70.4,28.3,109.0,157.0,48.6,142.0,114.9,192.6,57.7,29.5,32.3,84.0,85.0,443.0,420.0,393.0,372.0,4110.0,4033.0,4430.0,2512.0
양품,47.2,135.7,106.2,166.8,86.1,74.6,27.8,118.0,155.6,48.2,140.8,112.0,190.4,54.6,26.9,32.2,83.3,84.0,448.0,424.0,395.0,374.0,3625.0,4044.0,4413.0,2583.0
양품,47.4,136.0,110.1,167.7,86.4,75.6,27.8,130.0,157.2,48.0,140.9,114.5,192.7,55.4,31.3,34.2,83.4,84.5,442.0,418.0,391.0,371.0,3632.0,4109.0,4450.0,2582.0
양품,47.4,136.0,111.9,167.9,86.0,75.3,28.7,143.0,145.1,48.5,140.6,111.8,191.0,55.8,31.9,36.6,84.0,84.8,445.0,421.0,393.0,371.0,3639.0,4090.0,4475.0,2578.0
양품,47.6,136.0,111.1,168.0,84.7,70.3,29.3,104.0,158.0,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,439.0,417.0,391.0,371.0,3651.0,4082.0,4483.0,2606.0
양품,46.3,135.5,110.5,166.4,84.1,72.1,29.1,121.0,153.8,47.4,140.0,112.5,190.4,54.2,29.5,35.9,83.2,83.8,444.0,421.0,392.0,370.0,3645.0,4107.0,4460.0,2583.0
양품,47.0,136.0,109.9,165.3,86.9,70.9,28.4,111.0,155.0,48.0,140.8,110.5,189.5,57.6,30.0,37.0,83.0,84.0,446.0,424.0,395.0,374.0,4132.0,3999.0,4439.0,2525.0
양품,47.7,136.0,105.7,167.4,90.3,74.0,24.8,155.3,156.0,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,445.0,420.0,391.0,371.0,3630.0,4081.0,4463.0,2576.0
명점,47.5,136.2,111.1,167.5,88.0,69.5,28.3,100.0,156.0,48.5,139.9,108.3,188.4,55.4,34.7,32.4,82.1,83.4,444.0,420.0,392.0,371.0,4116.0,3997.0,4506.0,2513.0
양품,47.1,136.0,103.4,167.0,85.3,81.5,23.7,97.0,156.0,44.8,139.8,112.0,190.0,52.7,28.0,32.9,84.0,85.0,444.0,418.0,391.0,370.0,4140.0,3996.0,4461.0,2532.0
양품,47.8,136.0,108.4,167.9,90.5,76.4,25.7,90.0,156.0,46.2,138.6,104.9,185.4,56.0,25.5,32.8,80.5,81.7,443.0,421.0,393.0,372.0,4080.0,3942.0,4441.0,2484.0
양품,47.8,136.0,108.2,167.2,85.2,73.0,27.0,137.0,157.2,47.7,139.9,110.2,190.1,54.7,28.0,30.6,83.0,84.0,442.0,419.0,391.0,370.0,3649.0,4068.0,4478.0,2581.0
양품,47.6,135.0,104.2,166.4,85.9,72.2,24.5,130.0,157.8,47.4,139.5,108.0,187.9,50.8,33.5,33.3,81.8,82.6,444.0,421.0,393.0,372.0,4093.0,4049.0,4470.0,2507.0
명점,45.1,135.0,98.3,165.1,86.6,72.6,28.9,137.0,145.1,47.1,139.6,107.7,187.5,54.6,32.3,34.5,81.7,83.1,445.0,421.0,393.0,371.0,3625.0,4014.0,4403.0,2580.0
양품,47.0,136.0,106.8,166.7,84.9,70.7,27.1,137.0,154.7,46.9,139.3,110.9,189.3,55.0,30.0,32.9,81.6,82.6,443.0,421.0,392.0,372.0,3660.0,4074.0,4446.0,2600.0
양품,47.1,136.0,110.7,167.2,86.9,72.1,28.5,139.0,153.9,45.4,137.8,102.9,183.5,57.2,31.5,32.0,78.9,80.2,439.0,415.0,387.0,366.0,3643.0,4106.0,4480.0,2583.0
양품,47.4,135.6,108.9,168.4,85.9,73.2,26.6,105.0,158.2,47.0,139.3,109.0,188.1,54.9,32.4,32.6,81.3,82.4,446.0,421.0,392.0,371.0,3651.0,4064.0,4486.0,2591.0
양품,47.8,136.0,106.4,165.3,86.5,73.7,26.6,128.0,155.8,47.6,140.0,108.7,188.4,55.7,31.2,32.8,81.9,82.8,445.0,421.0,394.0,373.0,3812.0,4076.0,4459.0,2588.0
명점,46.9,135.3,99.9,163.0,87.3,70.1,25.5,129.0,150.2,42.4,137.1,102.9,182.3,56.0,26.3,33.8,79.4,81.1,442.0,419.0,391.0,372.0,3610.0,4054.0,4436.0,2572.0
명점,44.4,135.0,98.1,161.1,87.6,73.2,26.4,133.0,149.5,45.1,138.9,104.7,185.8,57.7,32.4,33.0,81.3,82.3,445.0,420.0,393.0,372.0,3609.0,4066.0,4452.0,2573.0
양품,47.3,136.0,107.0,165.4,87.7,73.4,25.8,155.6,156.6,47.8,140.5,113.4,190.7,55.1,26.2,32.9,83.7,84.5,443.0,420.0,392.0,372.0,4139.0,3971.0,4464.0,2521.0
양품,47.2,135.6,104.2,165.1,85.2,73.5,28.1,136.0,154.0,47.5,139.3,110.6,189.2,57.1,27.9,32.2,82.7,83.8,445.0,419.0,392.0,372.0,4118.0,3983.0,4461.0,2514.0
양품,47.4,136.0,110.7,166.2,83.8,72.5,28.4,156.0,156.2,48.2,141.0,110.6,189.8,55.5,30.9,34.6,82.9,83.9,444.0,422.0,393.0,373.0,4102.0,4062.0,4466.0,2492.0
양품,47.3,135.8,108.8,168.5,86.2,69.7,30.5,95.0,157.6,47.8,140.0,109.9,189.2,53.9,30.5,33.3,82.8,83.8,445.0,421.0,393.0,372.0,3623.0,4083.0,4453.0,2584.0
양품,46.6,136.0,106.3,164.8,86.0,72.0,26.7,119.0,154.2,46.8,140.8,110.3,189.1,55.2,34.8,35.9,82.0,83.0,445.0,420.0,392.0,371.0,3656.0,4072.0,4452.0,2598.0
양품,45.9,135.6,105.9,165.7,85.5,74.2,30.6,111.0,153.1,45.5,138.2,106.6,185.1,57.2,31.0,36.1,79.5,80.7,446.0,423.0,394.0,373.0,3635.0,4265.0,4487.0,2590.0
양품,47.0,136.0,109.1,166.6,87.6,72.5,25.6,125.0,154.3,47.0,140.5,109.8,189.2,54.4,32.5,36.6,82.0,83.0,445.0,421.0,393.0,371.0,3635.0,4093.0,4479.0,2593.0
양품,48.1,136.0,111.4,167.9,85.5,73.7,27.6,107.0,149.5,48.0,139.6,108.6,188.6,62.4,30.2,31.9,82.0,83.0,443.0,421.0,393.0,372.0,3642.0,4160.0,4465.0,2580.0
양품,47.6,136.0,110.6,166.6,85.9,74.3,28.9,126.0,157.3,47.5,139.6,108.7,187.8,55.1,32.7,32.8,81.4,82.4,443.0,420.0,392.0,371.0,4093.0,3987.0,4459.0,2503.0
양품,46.5,136.0,110.1,167.1,86.7,73.0,27.4,147.0,153.2,47.8,140.6,111.6,190.8,53.7,31.4,37.2,83.5,84.3,444.0,421.0,392.0,371.0,3638.0,4071.0,4465.0,2582.0
양품,47.4,135.2,102.3,165.6,88.8,74.9,28.2,108.0,154.7,44.4,138.0,101.5,181.7,58.8,28.1,33.0,79.0,80.2,443.0,420.0,391.0,372.0,4101.0,3932.0,4416.0,2510.0
양품,47.2,136.0,111.4,167.7,87.5,71.6,28.4,154.0,154.2,45.7,138.6,106.0,186.0,57.4,25.8,32.4,79.8,81.1,444.0,422.0,393.0,372.0,4115.0,3988.0,4484.0,2510.0
양품,48.0,136.0,112.0,168.1,84.4,74.4,27.2,91.0,158.0,47.7,139.2,107.1,188.0,59.3,29.7,30.2,82.0,83.0,443.0,421.0,393.0,371.0,3650.0,4065.0,4473.0,2587.0
양품,47.4,136.0,111.9,167.9,86.0,75.3,28.7,137.0,157.0,48.5,140.6,111.8,191.0,55.8,31.9,36.6,84.0,84.8,445.0,421.0,393.0,371.0,3639.0,4090.0,4475.0,2578.0
양품,46.6,135.2,106.6,166.2,86.0,72.9,27.0,108.0,154.2,46.8,139.7,105.9,186.8,53.3,32.8,34.1,80.8,81.5,444.0,422.0,393.0,373.0,3654.0,4059.0,4473.0,2586.0
양품,45.5,135.2,106.3,166.0,87.2,72.3,28.0,108.0,151.8,46.8,138.9,110.6,189.2,52.9,30.8,32.6,82.8,83.8,443.0,421.0,392.0,371.0,4100.0,4030.0,4472.0,2505.0
양품,48.0,136.0,112.2,169.5,86.3,71.2,27.4,119.0,149.5,48.5,140.6,111.3,190.7,53.9,29.2,32.8,84.0,84.6,443.0,421.0,393.0,372.0,4074.0,3965.0,4439.0,2477.0
양품,47.8,135.8,105.7,165.8,88.8,75.9,27.3,113.0,155.7,47.4,139.8,107.9,187.1,50.6,22.3,36.2,81.0,82.2,446.0,422.0,394.0,374.0,4089.0,3942.0,4390.0,2489.0
양품,47.1,135.1,104.6,166.3,87.9,74.2,27.2,94.0,155.0,47.7,139.7,109.8,189.1,56.7,30.0,32.0,81.9,82.7,444.0,419.0,391.0,371.0,4107.0,4007.0,4487.0,2665.0
양품,47.7,135.8,105.0,166.4,88.3,70.2,25.6,155.4,156.2,47.4,139.8,109.0,189.0,58.6,33.3,32.1,82.0,83.0,441.0,416.0,388.0,368.0,3642.0,4104.0,4465.0,2579.0
양품,47.3,136.0,110.3,166.9,85.9,74.3,28.0,130.0,154.7,47.3,139.8,107.7,188.0,56.4,29.7,33.6,81.8,82.9,444.0,421.0,392.0,371.0,4125.0,3984.0,4476.0,2521.0
양품,46.8,135.8,109.7,167.4,87.3,72.2,27.7,137.0,153.6,45.4,137.2,100.5,182.0,57.3,35.9,32.5,78.4,79.7,443.0,418.0,391.0,369.0,3662.0,4078.0,4500.0,2589.0
양품,46.9,135.6,107.9,168.5,85.0,69.1,30.9,133.0,157.5,48.0,140.0,108.9,188.6,53.8,31.2,33.3,82.8,83.8,443.0,421.0,393.0,372.0,4091.0,3950.0,4425.0,2487.0
양품,47.8,136.0,111.5,168.3,83.0,72.4,28.0,155.9,156.5,46.6,138.8,110.8,189.4,55.6,27.1,32.6,82.8,84.0,443.0,420.0,391.0,371.0,4111.0,4011.0,4454.0,2493.0
명점,46.4,136.0,105.5,164.6,86.9,71.9,28.4,109.0,145.1,47.5,141.0,111.4,190.5,53.9,32.8,35.5,84.0,85.0,441.0,416.0,388.0,367.0,4075.0,3997.0,4417.0,2505.0
양품,47.0,136.0,108.7,167.9,86.7,76.2,26.6,98.0,154.4,48.0,141.9,114.4,192.9,51.3,22.3,33.0,84.3,85.3,444.0,422.0,393.0,372.0,3646.0,4032.0,4440.0,2580.0
양품,46.8,136.0,108.1,166.0,83.8,72.2,29.0,144.0,154.0,47.5,140.3,111.0,189.7,55.0,27.4,36.3,82.5,83.5,436.0,413.0,386.0,364.0,4337.0,4002.0,4480.0,2498.0
양품,46.5,135.6,107.4,166.9,86.6,73.7,27.7,90.0,155.4,47.0,138.7,105.5,184.8,56.3,31.5,33.7,80.0,81.7,443.0,421.0,392.0,373.0,4101.0,4029.0,4443.0,2507.0
양품,46.9,135.6,107.9,168.5,85.0,69.1,30.9,105.0,157.5,48.0,140.0,108.9,188.6,53.8,31.2,33.3,82.8,83.8,443.0,421.0,393.0,372.0,4091.0,3950.0,4425.0,2487.0
양품,46.3,135.3,101.4,164.9,85.6,73.5,26.7,154.1,154.9,46.8,139.3,106.6,187.3,56.3,27.2,32.6,80.8,82.0,444.0,421.0,393.0,373.0,4108.0,4025.0,4485.0,2503.0
양품,46.6,136.0,107.8,167.7,90.1,73.7,28.2,110.0,155.6,46.1,139.0,106.7,186.4,51.6,29.2,32.9,81.0,82.0,445.0,421.0,393.0,371.0,3624.0,4064.0,4468.0,2607.0
